date,symbol,mom,value
2026-06-01,600000.SH,-1.8417350377917323,0.11046414324948059
2026-06-01,600001.SH,-0.23509113107468127,0.06378177425506196
2026-06-01,600002.SH,-1.2674464814437032,-1.2250558264176934
2026-06-01,600003.SH,0.2712643588217015,0.0761402303770081
2026-06-01,600004.SH,0.15675108662422516,1.3588234217415376
2026-06-01,600005.SH,-0.18693094462995438,-1.5471446781284823
2026-06-01,600006.SH,-2.516759710820513,0.8593826880215982
2026-06-01,600007.SH,-0.5386928958466366,0.11935402569658124
2026-06-01,600008.SH,-0.048500945401071985,-0.6414703941072214
2026-06-01,600009.SH,0.11330898600330756,2.000416546342423
2026-06-01,600010.SH,-1.5301357655053935,0.7622597120847118
2026-06-01,600011.SH,-0.47775327603393064,-1.1992889021052233
2026-06-01,600012.SH,-0.9785190780566395,0.07451622877146342
2026-06-01,600013.SH,-0.8088372394255993,0.5766895836701853
2026-06-01,600014.SH,1.0608986233860787,-0.1887821253507493
2026-06-01,600015.SH,-0.8075346753318965,0.682910267195206
2026-06-01,600016.SH,-0.0325217049455206,-0.06651732014941557
2026-06-01,600017.SH,0.8843898673831739,0.6672475608343279
2026-06-01,600018.SH,-0.583600432743302,1.438522591656152
2026-06-01,600019.SH,-0.11170194958415963,-0.6756622510056528
2026-06-02,600000.SH,-0.3044768777114372,0.08930648576905029
2026-06-02,600001.SH,-0.8999276075985952,-0.591028352856274
2026-06-02,600002.SH,0.16405279571222256,-0.11860982387769403
2026-06-02,600003.SH,2.2447566264860495,-1.9977462929070549
2026-06-02,600004.SH,-0.8317231814120817,-1.1314074705230586
2026-06-02,600005.SH,-0.6239435864439059,0.3628397991887543
2026-06-02,600006.SH,0.2054039460646989,-2.1285670418221447
2026-06-02,600007.SH,0.49301329141235634,0.8466085214811634
2026-06-02,600008.SH,-0.1764060659057582,-1.7460964753739088
2026-06-02,600009.SH,-0.20593033025321647,0.7567385026642676
2026-06-02,600010.SH,0.7024629551205442,-0.8454970328793241
2026-06-02,600011.SH,0.5199076370338984,0.7789910843424612
2026-06-02,600012.SH,-1.0336758320736887,0.1309512075847998
2026-06-02,600013.SH,-0.07918131861584184,-1.5368349402914887
2026-06-02,600014.SH,0.035286848661474135,1.2491487495584548
2026-06-02,600015.SH,-1.0544846220491104,1.4417071555226115
2026-06-02,600016.SH,0.25983910067436333,-0.0658049060002071
2026-06-02,600017.SH,-0.8579564771765439,-0.27391627217232034
2026-06-02,600018.SH,0.9720667079170427,-0.15986696597063635
2026-06-02,600019.SH,0.1927459126050724,-0.9751523227787462
2026-06-03,600000.SH,-0.44114520276218416,-1.2465930582857083
2026-06-03,600001.SH,-0.5079609703372195,0.861723076993649
2026-06-03,600002.SH,0.6300825914455861,0.4939320790307585
2026-06-03,600003.SH,-0.3018676045339098,0.8736191135245024
2026-06-03,600004.SH,-0.15144364817129202,1.8790083070967372
2026-06-03,600005.SH,0.022221557194479512,1.484445473378649
2026-06-03,600006.SH,1.1765083202520015,-1.145176907189325
2026-06-03,600007.SH,0.6805109746331383,-1.688671580267857
2026-06-03,600008.SH,0.3826002677279928,0.8168890590537966
2026-06-03,600009.SH,-0.5635713933532417,-1.015012415875923
2026-06-03,600010.SH,-1.3819687200064654,-0.0124053886475133
2026-06-03,600011.SH,0.949529931735302,0.839727477005194
2026-06-03,600012.SH,0.9664471342208761,-1.6437973511855861
2026-06-03,600013.SH,-0.1407083991233403,-2.1099804543094787
2026-06-03,600014.SH,0.541883841603518,0.259299020337227
2026-06-03,600015.SH,0.781443053885405,0.04438588961329704
2026-06-03,600016.SH,0.8311844526649818,-0.24580307138192253
2026-06-03,600017.SH,0.9213834732464707,0.03853476377021816
2026-06-03,600018.SH,-0.45561765066113274,-0.8605156073672797
2026-06-03,600019.SH,1.5149729826647176,-1.5134944072721068
2026-06-04,600000.SH,0.038400261555346496,0.08321735347453037
2026-06-04,600001.SH,0.8054056469437983,-1.0768749198271783
2026-06-04,600002.SH,0.5525672973560755,-0.2693470462204049
2026-06-04,600003.SH,0.21570470002449457,-0.17825876338229713
2026-06-04,600004.SH,-1.0428683575900106,1.1880942172123188
2026-06-04,600005.SH,0.511108764909727,0.33442706039101433
2026-06-04,600006.SH,-0.6842470779924941,-0.005555030202663769
2026-06-04,600007.SH,1.0938456759004787,1.5289699979109401
2026-06-04,600008.SH,-1.2710508217241274,-0.5552479297636472
2026-06-04,600009.SH,-0.13762097627558853,-0.3894303048753847
2026-06-04,600010.SH,-0.007358286291270949,-1.8167550113390598
2026-06-04,600011.SH,-1.3246455506441366,1.5691058462836123
2026-06-04,600012.SH,1.721971643856479,0.9643323681944285
2026-06-04,600013.SH,1.4604067672595522,0.9168480445117076
2026-06-04,600014.SH,-0.46358376160908316,0.6688984464469374
2026-06-04,600015.SH,0.7717211655645232,0.110148587663652
2026-06-04,600016.SH,0.37867606967021183,0.21548893918232892
2026-06-04,600017.SH,-2.613559463345258,-0.2520065902673078
2026-06-04,600018.SH,0.2503980162775905,-0.20360042572294623
2026-06-04,600019.SH,-0.061344079833248494,0.05430361171369427
2026-06-05,600000.SH,0.2593264574767428,0.5035208649940508
2026-06-05,600001.SH,0.5533914028508236,1.8708757733280048
2026-06-05,600002.SH,1.9522509436867783,0.5919722847708305
2026-06-05,600003.SH,-0.19672840206571665,0.05581054640855185
2026-06-05,600004.SH,-0.5930057969416156,-1.6861186233619148
2026-06-05,600005.SH,-1.3532310647829418,0.38795708601520174
2026-06-05,600006.SH,0.041707080346346355,-1.9466784117672074
2026-06-05,600007.SH,1.4791442109183066,-1.409034086156122
2026-06-05,600008.SH,0.9595953814008653,0.8546392524687652
